CODIGO_ACCIDENTE;FORMULARIO;FECHA;GRAVEDAD;CLASE;CHOQUE;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_MUERTOS;TOTAL_HERIDOS;TEXTO_OBSERVACIONES;CODIGO_CAUSA;DESCRIPCION
1940;3940;11/24/2023 8:26 PM;HERIDOS;CHOQUE;VEHICULO;-74,06823484;4,646748951;13;;2;SE DEJA CONSTANCIA QUE EL CONDUCTOR N 1 Y N 2 NO DESEAN QUERELLAR DE IGUAL FORMA EL ACOMPAÑANTE DEL VH 1SE ENTREGAN DOCUMENTOS COMPLETOS A LOS DOS CONDUCTORES Y CEDULA DE CIUDADANIA AL ACOMPAÑANTE;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1941;3941;11/24/2023 7:24 PM;HERIDOS;CAIDA;;-74,02410296;4,763330645;1;;2;CORRIJO HOSPITAL DE ATENCION VICTIMA 1 CLINICA COBOS VEHICULO DE PLACAS QFP963 SE ENCONTRABA PARQUEADO EN SENTIDO CONTRARIO DE LA VIA OBSTRUYENDO EL PASO A LOS VEHICULOS NÚMERO ED ORDEN DE COMPARENDO 39500035;119;FRENAR BRUSCAMENTE
1942;3942;11/24/2023 6:55 PM;HERIDOS;CHOQUE;VEHICULO;-74,09159807;4,609325211;14;;2;EN EL LUGAR DE LOS HECHOS SE ENCONTRABA ESTACIONADO UN VEHICULO CHANA EL CUAL TUVO CONTACTO CON LA BICICLETA PERO SE RETIRO DE EL LUGAR Y NO TOMARON  PLACAS ;506;OTRA HIPÓTESIS (PASAJERO O ACOMPAÑANTE)
1943;3943;11/24/2023 6:50 PM;HERIDOS;CHOQUE;VEHICULO;-74,07848296;4,697124548;11;;3;EL VEHICULO N2 NO SE DIAGRAMA YA QUE FUE MOVIDO DE SU POSICION FINAL;103;ADELANTAR CERRANDO
1944;3944;11/24/2023 6:45 PM;HERIDOS;CHOQUE;VEHICULO;-74,13892476;4,582317547;6;;10;EN EL SINIESTRO VIAL SE VE AFECTADO UN INMUEBLE SIENDO RESPONSABLE EL SEÑOR DICK ROWILSON BECERRA HERRERA CC 80127389 CELULAR 3183704494;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
1945;3945;11/24/2023 6:05 PM;HERIDOS;CHOQUE;VEHICULO;-74,15060757;4,645630879;8;;2;CORRIJO CASILLA DIRECCION VH1 CONDUCTOR 1 CALLE 57B  81A 29 SUR SE NOTIFICA ORDEN DE COMPARENDO CONDUCTOR 1 39499816 C35 39499779 D02 NO SE DIAGRAMAN VEHICULOS YA QUE LOS MOVIERON DE SU POSICION FINAL CASILLA 7 VIA 1 LINEA BLANCA SEGMENTADA;157;OTRA HIPÓTESIS (CONDUCTOR)
1946;3946;11/24/2023 5:15 PM;HERIDOS;ATROPELLO;;-74,12141815;4,529546569;5;;2;ARTICULO 59 DEL CODIGO NACIONAL DE TRANSITO LEY 769 DE 2002 LIMITACIONES A PEATONES ESPECIALES  LAS PERSONAS QUE PADEZCAN DE TRANSTORNOS MENTALES PEROMANENENTES DEBEN IR ACOMPAÑADOS AL CRUZAR LAS VIAS  PERSONAS MAYORES DE 16 AÑOS CORRIJE 7 4 CARRILES TRES ;157;OTRA HIPÓTESIS (CONDUCTOR)
1947;3947;11/24/2023 3:52 PM;HERIDOS;CHOQUE;VEHICULO;-74,11101726;4,607410958;16;;3;CASILLA 8 2 VH 2 INDIVIDUAL SE CORRIJE CASILLA 3  CLL 1 H CON 38 A SEGUN MANIFIESTACIONES DE LA CIUDADANA AL SEÑOR JUAN GUILLERMO GOMEZ ESTRADA CON CC 1045018918 SE BAJA DEL VH 1 Y SE DA A LA HUIDA SIENDO INTERSEPTADO MAS ADELANTE ;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1948;3948;11/24/2023 2:38 PM;HERIDOS;CHOQUE;VEHICULO;-74,10097201;4,582229045;15;;1;SE CORRIJE CASILLA 8 SIENDO LA CORRECTA YA QUE EL MENOR ESTA EN CALIDAD DE CONDUCTOR Y NO PASAJERO ACOMPAÑANTE O PEATON ;103;ADELANTAR CERRANDO
1949;3949;11/24/2023 12:30 PM;HERIDOS;ATROPELLO;;-74,09958569;4,586503557;15;;2;HIPOTESIS DE ACCIDNETALIDAD VEHICULO N 1 142 PENDIENTE POR ESTABLECER SE REALIZA CASO OMISO A LA LUZ ROJA DEL SEMAFORO  PEATON 411 ART 59 NUMERAL 5;142;SEMAFORO EN ROJO
1950;3950;11/24/2023 11:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,1014686;4,602491625;16;;1;LA MOTOCICLETA NEGRA DE PLACAS SDT53F COLISIONA CON UN VEHICULO BEIGE DE PLACAS IWN050 QUE POSTERIORMENTE SE DA A LA FUGA DESCONOCIENDO EL MOTIVO SEGUN MANIFESTANDO EL SEÑOR DAVID FRANCO CC 1013633349 PRIMO DE LA PERSONA LESIONADA;157;OTRA HIPÓTESIS (CONDUCTOR)
1951;3951;11/24/2023 8:50 AM;HERIDOS;ATROPELLO;;-74,14878277;4,634461335;8;;2;SE LE REALIZA ORDEN DE COMPARENDO AL CONDUCTOR DE LA MOTOCICLETA POR LA INFRACCION C35 N 39498922;157;OTRA HIPÓTESIS (CONDUCTOR)
1952;3952;11/24/2023 8:40 AM;HERIDOS;VOLVAMIENTO;;-74,1830614;4,596644525;7;;1;PLACA VEHICULO N 2 VMQ32F;98;TRANSITAR ENTRE VEHICULOS
1953;3953;11/24/2023 8:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,09440903;4,710099561;10;;1;SE DEJA CONSTANCIA QUE EL CONDUCTOR DEL VEHICULO 2 NO DESEA INTERPONER QUERELLA POR TAL MOTIVO POR AUSENCIA DE QUERELLANTE NP SE DEJA EL CASO A DISÓSICION DE LA FISCALIA ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1954;3954;11/24/2023 7:05 AM;HERIDOS;ATROPELLO;;-74,06241832;4,713211101;11;;3;CORRIJO CASILLA N 8 2 NÚMERO LICENCIA TRANSITO 10030033876 PROPIETARIO MISMO CONDUCTOR SEÑOR PERALTA MORNEO JOHN ALEXANDER ;157;OTRA HIPÓTESIS (CONDUCTOR)
1955;3955;11/24/2023 6:50 AM;MUERTOS;ATROPELLO;;-74,08096579;4,602031772;3;1;1;SE CORRIJE CASILLA 8 4 LUGAR DE IMPACTO FRONTAL EL PEATON QUE SE ENCONTRABA COMO LESIONADO FALLECE EN EL CENTRO MEDICO DE SANTA JULIANA SIENDO LAS 13  30 PM ;157;OTRA HIPÓTESIS (CONDUCTOR)
1956;3956;11/24/2023 6:45 AM;HERIDOS;CHOQUE;VEHICULO;-74,14420155;4,600170971;8;;3;CAMARA DEL LAD 5888 FUETA DE SERVICIO SE CORRIJE  CASILLA 8 DEL VH 1 SI SE SOLICITA PRUEBA DE EMBRIAGUEZ Y LA MAMA AUTORIZA LA REALIZACION DE LA MISMA LA SEÑORA ANA MARIANA VERGARA RAMIREZ CC 1001877179;121;NO MANTENER DISTANCIA DE SEGURIDAD
1957;3957;11/24/2023 6:45 AM;DANOS;CHOQUE;VEHICULO;-74,11740092;4,680982992;10;;;CORRIJO PLACA VH 2 VFC136;121;NO MANTENER DISTANCIA DE SEGURIDAD
1958;3958;11/24/2023 6:40 AM;HERIDOS;CHOQUE;VEHICULO;-74,13723318;4,554452979;19;;3;CORRIJO CASILLA N 8 VH1 FECHA EXPEDICION LICENCIA 12 10 2022 PLACA DEL VEHICULO 8 2 ES TLF08E HIPOTESIS DE ACCIDENTALIDAD VEHICULO N1 NUMERO 112 DESOBEDECER SEÑALES O NORMAS DE TRANSITO SR 01;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1959;3959;11/24/2023 6:00 AM;DANOS;CHOQUE;VEHICULO;-74,06280456;4,72282097;11;;;SE REALIZA ORDEN DE COMPARENDO POR LA INFRACCION F AL CONDUCTOR N 2 ARROJANDO POSITIVO GRADO UNO COMPARENDO N 39456164;121;NO MANTENER DISTANCIA DE SEGURIDAD
1960;3960;11/24/2023 5:10 AM;HERIDOS;ATROPELLO;;-74,09747747;4,619452487;16;;1;NO SE PONE INFORMACION DE LA MOTOCICLETA YA QUE SE FUE A LA FUGA LA MOTOCICLETA SE CORRIJE LA HORA OCURRENCIA SIENDO CORRECTO 05 10 HORAS Y LEVANTAMIENTO 07 00 HORAS ;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1961;3961;11/24/2023 4:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,12119893;4,522168031;5;;3;HIPOTESIS 112 SEÑAL SR01 PARE ;120;PASAJEROS OBSTRUYENDO EL CONDUCTOR O SOBRECUPO
1962;3962;11/24/2023 2:30 AM;MUERTOS;ATROPELLO;;-74,05151155;4,722285464;1;1;2;SE LE NOTIFICA ORDEN DE COMPARENDO CONDUCTOR N 394573360 INFRACCION D01;139;IMPERICIA EN EL MANEJO
1963;3963;11/23/2023 10:30 PM;HERIDOS;CHOQUE;VEHICULO;-74,15049133;4,672358993;9;;1;DOCUMENTO CONDUCTOR N TARJETA IDENTIDAD ;157;OTRA HIPÓTESIS (CONDUCTOR)
1964;3964;11/23/2023 7:00 PM;HERIDOS;ATROPELLO;;-74,15833814;4,584936814;19;;2;HIPOTESIS DE ACCIDENTALIDAD PEATON N 402 SALIR POR DELANTE DE UN VEHICULO ;157;OTRA HIPÓTESIS (CONDUCTOR)
1965;3965;11/23/2023 6:15 PM;HERIDOS;CHOQUE;VEHICULO;-74,11660519;4,674414455;9;;2;CONDCTOR Y TRIPULANTE N1 NO DESEAN QUERELLAR EN EL MOMENTO CIRDCUA 00 DE 25 05 2017;157;OTRA HIPÓTESIS (CONDUCTOR)
1966;3966;11/23/2023 6:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,03886048;4,691430024;1;;2;EL CONDUCTOR DEL VH 2 NUNCA A OBTENIDO LICENCIA DE CONDUCCION ORDEN DE COMPARENDO N 39458315;139;IMPERICIA EN EL MANEJO
1967;3967;11/23/2023 5:13 PM;HERIDOS;CHOQUE;VEHICULO;-74,06258193;4,7413373;11;;2;SEÑAL HORIZONTAL SOBRE CARRERA 58 C FLECHAS SOLO GIRO DERECHA ;142;SEMAFORO EN ROJO
1968;3968;11/23/2023 5:11 PM;HERIDOS;CHOQUE;VEHICULO;-74,09927308;4,705202629;10;;2;EL VEHICULO NUMERO 2 FUE MOVIDO DEL LUGAR DE LOS HECHOS ;132;NO RESPETAR PRELACION
1969;3969;11/23/2023 5:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,06881479;4,61614388;3;;1;DEJO CONSTANCIA QUE EL CONDUCTOR DEL VEHICULO 1 Y LESIONADO EN EL ACCIDENTE DE TRANSITO SE NIEGA A FIRMAR LA QUERELLA POR TAL MOTIVO NO SE CONOCE EL CASO POR FISCALIA ;103;ADELANTAR CERRANDO
1970;3970;11/23/2023 4:58 PM;HERIDOS;CHOQUE;VEHICULO;-74,15296583;4,673955244;9;;1;VEHICULO N 2 ES UN CICLOMOTOR;306;HUECOS
1971;3971;11/23/2023 4:26 PM;HERIDOS;ATROPELLO;;-74,12675626;4,742778679;11;;1;HIPOTESIS 411 EN CONCORDANCIA AL ARTICULO 59 LEY 769 DEL 2002;157;OTRA HIPÓTESIS (CONDUCTOR)
1972;3972;11/23/2023 3:28 PM;HERIDOS;CHOQUE;VEHICULO;-74,08943085;4,612148458;14;;1;NO SE DIAGRAMA EL VEHICULO 2 FUEW MOVIDO DE SU POSICION FINAL ;143;PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES
1973;3973;11/23/2023 2:57 PM;HERIDOS;CHOQUE;VEHICULO;-74,11900493;4,606624321;16;;2;SE CORRIJE RESTRICION CATEGORIA LICENCIA DE CONDUCTOR VH 2 A2;106;ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIGZAG
1974;3974;11/23/2023 10:57 AM;HERIDOS;CHOQUE;VEHICULO;-74,05978171;4,669423709;2;;2;CORRIJO NACIONALIDAD DEL CONDUCTOR VEH N 2 VENEZOLANO Y CORRIJO CEDULA  DE CIUDADANIA DEL SEÑOR JOSE DAVID CARIPA ZERPA CC 1014311823 CORRIJO CASILLA 8 2 NACIONALIDAD COLOMBIANA ;103;ADELANTAR CERRANDO
1975;3975;11/23/2023 10:40 AM;HERIDOS;CHOQUE;VEHICULO;-74,13079587;4,596449354;16;;2;HIPOTESIS 123 VH 1 HIPOTESIS 157 ART 74 CNT ;157;OTRA HIPÓTESIS (CONDUCTOR)
1976;3976;11/23/2023 10:31 AM;HERIDOS;CHOQUE;VEHICULO;-74,05744282;4,68329536;2;;2;SE CORRIJE CASILLA 8 2 VEHICULO 2  INMOVILIZADO EN PATIOS FISCALIA ALAMOS ;122;GIRAR BRUSCAMENTE
1977;3977;11/23/2023 10:30 AM;DANOS;CHOQUE;VEHICULO;-74,08350853;4,537243092;4;;;CORRIJO DIRECCION CARRERA 15 ESTE CON 47 SUR DENTRO DEL EVENTO EL BUS DAÑA VARANDA DE PROTECCION PASO PEATONAL ;157;OTRA HIPÓTESIS (CONDUCTOR)
1978;3978;11/23/2023 9:30 AM;HERIDOS;CHOQUE;VEHICULO;-74,11064771;4,6274756;16;;4;SE CORRIJE CASILLA 8 1 DEL ANEXO VEHICULO FECHA DE NACIMIENTO CONDUCTOR 3 13 06 1998;121;NO MANTENER DISTANCIA DE SEGURIDAD
1979;3979;11/23/2023 9:25 AM;HERIDOS;CHOQUE;VEHICULO;-74,06284656;4,684201447;12;;2;HIPOTESIS PARA EL VEHICULO 1 157 Y PARA EL VEHICULO  2 145 ;157;OTRA HIPÓTESIS (CONDUCTOR)
1980;3980;11/23/2023 9:10 AM;DANOS;CHOQUE;VEHICULO;-74,13828997;4,58867988;6;;;SE DEJA CONSTANCIA QUE LA CONDUCTORA DEL VHEICULO N 1 NO DESEA INTERPONER DENUNCIA POR TAL MOTIVO SE CONOCE POR SOLO DAÑOS SE CORRIJE CASILLA N 10 VICTIMAS NINGUNA ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1981;3981;11/23/2023 7:40 AM;HERIDOS;CHOQUE;VEHICULO;-74,09911899;4,599839448;14;;3;SE REALIZA ORDEN DE COMPARENDO A LA CONDUCTORA VH 2 C 31 OMITE SEÑAL SR06;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1982;3982;11/23/2023 7:11 AM;HERIDOS;CHOQUE;VEHICULO;-74,1681519;4,624381802;8;;3;NO SE DIAGRAMA LA ESCALA CON METROS Y CENTIMENTROS ES DE ANOTAR QUE LA CIUDADANA CONDUCTORA DEL VEHICULO TAXI MANIFIESTA QUE UN VEHICULO TIPO SITP AL  MOMENTO DE CAER LA MOTOCICLETA A LA CALZADA NO SE PERCATA Y LE PASA POR  SU PIE AL SEÑOR CONDUCTOR Y MANIFIESTA QUE EL ES EL CAUSANTE DE LA LESION ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1983;3983;11/23/2023 7:05 AM;HERIDOS;CHOQUE;VEHICULO;-74,09873811;4,583460971;15;;1;CONDUCTOR VH 2 SE DA A LA FUGA ;157;OTRA HIPÓTESIS (CONDUCTOR)
1984;3984;23/11/2023;HERIDOS;CHOQUE;VEHICULO;-74,11534095;4,588400847;18;;3;SE DESCONOCE SI EL PROPIETARIO ES EL MISMO CONDUCTOR ;157;OTRA HIPÓTESIS (CONDUCTOR)
1985;3985;11/22/2023 10:15 PM;HERIDOS;CHOQUE;VEHICULO;-74,07361036;4,643412095;13;;1;NO SE RADICA ANTE FISCALIA TENIENDO EN CUENTA LA CIRCULAR 001 DEL 25 DE MAYO DEL 2017 YA QUE EL LESINADO NO DESEO INTERPONER QUERELLA ;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1986;3986;11/22/2023 7:50 PM;HERIDOS;ATROPELLO;;-74,12499694;4,726020665;10;;2;CORRIJO PLACA DE LA MOTO BJW69;157;OTRA HIPÓTESIS (CONDUCTOR)
1987;3987;11/22/2023 6:49 PM;HERIDOS;CHOQUE;VEHICULO;-74,09174828;4,560200001;4;;2;SE CORRIJE CASILLA 11 HIPOTESIS DEL ACCIDENTE SIENDO 098 PARA EL VH 1 ;103;ADELANTAR CERRANDO
1988;3988;11/22/2023 5:53 PM;HERIDOS;ATROPELLO;;-74,15728537;4,639840274;8;;1;SE DEJA CONSTANCIA QUE EN EL LUGAR DE LOS HECHOS NO SE ENCONTRABA VEHICULO MANIFIESTAN QUE FUE UN ARTICULADO AL PARECER DESCONOCIENDOALGUNA INFORMACION EL LESIONADO LLEVABA UNA CARRETA DE ATRACCION HUMANA MANIFIESTA QUE UNOS AMIGOS SE LA LLEVO YA QUE EN EL LUGAR NO HABIA NADA ;157;OTRA HIPÓTESIS (CONDUCTOR)
1989;3989;11/22/2023 5:50 PM;HERIDOS;VOLVAMIENTO;;-74,06313298;4,61596802;3;;1;PIERDE EL CONTROL DE LA MOTOCICLETA AL NO OBSERVAR EL FRAGMENTO DE MADERA SOBRE LA VIA  NO SE DIAGRAMA LA MOTOCICLETA YA QUE FUE MOVIDA DE SU POSICION FINAL ;139;IMPERICIA EN EL MANEJO
1990;3990;11/22/2023 5:30 PM;HERIDOS;CHOQUE;VEHICULO;-74,11239056;4,59454576;16;;3;SE REALIZA COMPARENDO N 394566380 POR INFRACCION D02 AL SEÑOR DAVID MARTINEZ CONDUCTOR MOTO LUR056 HIPOTESIS 121 PARA VHEICULO 2 LUR 056 Y VEHICULO 3 SJN866;121;NO MANTENER DISTANCIA DE SEGURIDAD
1991;3991;11/22/2023 5:20 PM;HERIDOS;CHOQUE;VEHICULO;-74,19591186;4,617712039;7;;2;ACLARO DIRECCION AV CIUDAD CALI N 71 A SUR ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1992;3992;11/22/2023 12:45 PM;MUERTOS;CAIDA;;-74,10086779;4,670685508;10;1;;DIRECCION CONDUCTOR VH 1 TV 1 ESTE N 71 A 16;122;GIRAR BRUSCAMENTE
1993;3993;11/22/2023 9:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,11578087;4,639845621;16;;2;NO SE DIAGRAMAN LAS MOTOCICLETAS YA QUE FUERON MOVIDOS DE LA POSICION FINAL ;157;OTRA HIPÓTESIS (CONDUCTOR)
1994;3994;11/22/2023 8:05 AM;HERIDOS;CAIDA;;-74,07253829;4,651122013;12;;1;ACLARO DIRECCION DE LA VICTIMA SIENDO CARRERA 91 N 71 A 17;506;OTRA HIPÓTESIS (PASAJERO O ACOMPAÑANTE)
1995;3995;11/22/2023 7:25 AM;HERIDOS;CHOQUE;VEHICULO;-74,10180119;4,610116577;16;;2;BICICLETA SIN NUMERO MARZO ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1996;3996;11/22/2023 7:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,14046256;4,618949869;8;;1;NO SE DIAGRAMA EL VEHICULO N 2 YA QUE FUE MOVIDO DEL PUNTO DE IMPACTO O POSICION FINAL POLIZA CONTRACTUAL CIVIL N 2000297783 Y EXTRACTUAL N 2000297773 DEL MUNDIAL DE SEGUROS Y VENCEN 01032024;103;ADELANTAR CERRANDO
1997;3997;11/22/2023 3:35 AM;HERIDOS;CHOQUE;VEHICULO;-74,07367555;4,62377017;13;;3;CORRIJO CASILLA 11 HIPOTESIS 121 PARA EL VEHICULO  1;157;OTRA HIPÓTESIS (CONDUCTOR)
1998;3998;11/22/2023 3:30 AM;HERIDOS;CHOQUE;VEHICULO;-74,15980128;4,625606848;8;;2;NO SE DIAGRAMAN LOS VEHICULOS YA QUE FUERON MOVIDOS DE SU REVISION FINAL CORRIJO HORA OCURRENCIA 03 30 LEVANTAMIENTO 03 52  NUMERO SELLO BICICLETA F335416;157;OTRA HIPÓTESIS (CONDUCTOR)
1999;3999;22/11/2023;HERIDOS;CHOQUE;VEHICULO;-74,12334592;4,726676472;10;;3;ACLARO CASILLA N 4 FECHA Y HORA DE OCURRENCIA 22 11 2023 00 10  CASILLA 8 2 VEHICULO A DISPOSICION URI USAQUEN VEHICULO N 2 ES MOTOCICLETA ELECTRICA;157;OTRA HIPÓTESIS (CONDUCTOR)
2000;4000;11/21/2023 11:00 PM;DANOS;CHOQUE;VEHICULO;-74,15217576;4,595780958;7;;;SE REALIZA COMPARENDO POR ALCOHOLEMIA POSITIVO GRADO 2 N COMPARENDO 39448349;121;NO MANTENER DISTANCIA DE SEGURIDAD
2001;4001;11/21/2023 10:34 PM;HERIDOS;CHOQUE;VEHICULO;-74,07894341;4,642625972;13;;2;ANEXO VICTIMA 02069;121;NO MANTENER DISTANCIA DE SEGURIDAD
2002;4002;11/21/2023 10:00 PM;HERIDOS;ATROPELLO;;-74,17700497;4,634439947;8;;2;NO SE DIAGRAMA MOTOCICLETA DEVIDO A QUE FUE MOVIDA DEL LUGAR DE LOS HECHOS EL CONDUCTOR DE LA MOTOCICLETA SE VERIFICA Y NO CUENTA CON LICENCIA DE CONDUCCION  SE NOTIFICA ORDEN DE COMPARENDO 39454429 D 01 ;409;CRUZAR SIN OBSERVAR
2003;4003;11/21/2023 7:18 PM;HERIDOS;CHOQUE;VEHICULO;-74,11496548;4,634477375;16;;1;POLIZA SOAT DEL VH 2 32756240;157;OTRA HIPÓTESIS (CONDUCTOR)
2004;4004;11/21/2023 7:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,08434746;4,693809192;10;;1;PLACA DEL VEHICULO 2 OMG62E ES SUMINISTRADA POR EL CONDUCTOR DEL VEHICULO 1;157;OTRA HIPÓTESIS (CONDUCTOR)
2005;4005;11/21/2023 6:45 PM;HERIDOS;CHOQUE;VEHICULO;-74,08005026;4,709854807;11;;1;ME PERIMITO CORREJIR QUE ES UNA SOLA CALZADA ;98;TRANSITAR ENTRE VEHICULOS
2006;4006;11/21/2023 6:30 PM;HERIDOS;CHOQUE;VEHICULO;-74,12590889;4,727416017;10;;2;SE DEJA CONSTANCIA QUE NINGUNO DE LAS PERSONAS LESIONADAS DESEAN INTERPONER QUERELLA CONTRA LOS CONDUCTORES Y LLEGAN A UN ACUERDO DE 21 MILLONES ;142;SEMAFORO EN ROJO
2007;4007;11/21/2023 6:30 PM;HERIDOS;CHOQUE;VEHICULO;-74,06474379;4,642396058;2;;2; CORRIJO DIRECCION DEL ACCIDENTE CARRERA 13 N 55 SE REALIZA ORDEN DE COMPARENDO POR INFRACCION D 01 N 39455668 CORRIJO Y ACLARO HIPOTESIS 157 Y 139 PARA VH 2 ;157;OTRA HIPÓTESIS (CONDUCTOR)
2008;4008;11/21/2023 6:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,18667702;4,635696463;7;;2;NO SE DIAGRAMA EL VHEICULO N 2 YA QUE FUE MOVIDO DEL PUNTO DE IMPACTO O POSICION FINAL ;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
2009;4009;11/21/2023 5:38 PM;HERIDOS;CHOQUE;VEHICULO;-74,07583741;4,716782406;11;;1;NO SE DIAGAMA VH 2 YA QUE FUE MOVIDO DEL PUNTO FINAL DEL HERIDO;157;OTRA HIPÓTESIS (CONDUCTOR)
2010;4010;11/21/2023 5:20 PM;MUERTOS;CHOQUE;VEHICULO;-74,12817267;4,611656529;16;1;1;POR ESTABLECER TRAYECTORIA DEL CICLISTA;157;OTRA HIPÓTESIS (CONDUCTOR)
2011;4011;11/21/2023 4:34 PM;HERIDOS;CHOQUE;VEHICULO;-74,03139321;4,760304864;1;;1;VICTIMA MANIFIESTA NO INTERPONER QUERELLA DANDOLE APLICABILIDAD A LA CIRCULAR 001 DEL 25 05 2017 RESOLUCIONES 01670 Y 03922 DE 2016;143;PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES
2012;4012;11/21/2023 4:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,07001165;4,650630111;13;;1;NO SE DIAGRAMA LA BICICLETA EN EL BOSQUEJO TOPOGRAFICO YA QUE FUE MOIDA DE SU POSICIÓN FINAL ACLARO HIPOTESIS DEL ACCIDENTE DE TRANSITO 103 PARA V1 Y LA 092 PARA VH 2 YA QUE ME APORTAN VIDEO DEL BUS Y ACLARO LOCALIDAD DEL ACCIDENTE TEUSAQUILLO ;103;ADELANTAR CERRANDO
2013;4013;11/21/2023 4:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,19936193;4,625982769;7;;1;SE DEJA CONSTANCIA QUE EL LESIONADO CONDUCTOR DEL VEHICULO N2 NO FIRMA QUERELLA Y RETIRAN DEL LUGAR DE LOS HECHOS LA BICICLETA  DEBIDO A QUE LLEGAN A UN MUTUO ACUERDO POR LA SUMA DE 200000 RESOLUCIONES N 01670  Y 03922 DE 2016 Y LA CIRCULAR N 001 DEL 25 05 2017;103;ADELANTAR CERRANDO
2014;4014;11/21/2023 1:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,08822922;4,659863899;13;;1;HIPOTESIS 103 PARA EL CONDUCTOR DEL MICROBUS CORRIJO NUMERO DE CONTACTO DEL CONDUCTOR N 1 SIENDO 3204978814;103;ADELANTAR CERRANDO
2015;4015;11/21/2023 12:50 PM;HERIDOS;OTRO;;-74,13338152;4,643259569;8;;1;SE CORRIJE CASILLA 5 CLASE DE ACCIDENTE APRIONAMIENTO ;157;OTRA HIPÓTESIS (CONDUCTOR)
2016;4016;11/21/2023 12:30 PM;DANOS;CHOQUE;VEHICULO;-74,0446165;4,678234872;2;;;SE DEJA COPNSTANIA QUE SE LE NOTIFICA LA ORDEN DE COMPARENDO 39454909 AL CONDUCTOR DEL VH 2 YA QUE PORTABA CON LA LICENCIA DE CONDUCCION VENCIDA ;121;NO MANTENER DISTANCIA DE SEGURIDAD
2017;4017;11/21/2023 11:44 AM;HERIDOS;CHOQUE;VEHICULO;-74,064638;4,630250954;2;;2;SE DEJA CONSTACIA QUE EL CONDUCTOR DEL VEHICULO 2 Y EL ACOMPAÑANTE SE BAJAN DE LA AMBULANCIA FIRMANDO DESESTIMIENTO DE TRASLADO MEDICO REFIERE NO ESTABLAR QUERELLA IGUAL SE LES DEJA CLARO QUE TIENE 6 MESES PARA INTERPONER QUERLLA AMBOS CONDUCTOR 2 Y ACOMPAÑANTE HABITANTES DE CALLE ;157;OTRA HIPÓTESIS (CONDUCTOR)
2018;4018;11/21/2023 11:23 AM;HERIDOS;ATROPELLO;;-74,08710269;4,564312168;4;;1;HIPOTESIS 411 ARICULO 59 LEY 769 DEL 2002 ULTIMO INCISO ADULTO MAYOR ;157;OTRA HIPÓTESIS (CONDUCTOR)
2019;4019;11/21/2023 10:30 AM;HERIDOS;CHOQUE;VEHICULO;-74,12806002;4,573597877;6;;2;HIPOTESIS DE ACCIDENTALIDAD VEHICULO N 2  N 103 ADELANTAR CERRANDO CORRIJO CASILLA N 8 2 VEHICULO N IDENTIFICACION PRIPIETARIO 1042346947;103;ADELANTAR CERRANDO
2020;4020;11/21/2023 8:42 AM;HERIDOS;CHOQUE;VEHICULO;-74,11230473;4,660850362;9;;1;SE ACLARA EL TIPO DE VEHICULO 1 ES CICLOMOTOR;106;ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIGZAG
2021;4021;11/21/2023 8:17 AM;DANOS;CHOQUE;OBJETO;-74,08242903;4,564896491;4;;;VIVIENDA AFECTADA NOMENCLATURA CALLE 26 C SUR N 10 H 16 ESTE  CESAR DAVID VILLAMIL COPETE CC 1023966282 CEL 3193807358 DAÑOS ESTRUCTURA DE VIGAS Y COLUMNAS PARED Y PORTON DE LA ENTRADA ;157;OTRA HIPÓTESIS (CONDUCTOR)
